Country Name,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Burkina Faso,0.834851096,0.802317781,0.769784466,0.737251152,0.704717837,0.672184522,0.639651207,0.607117892,0.574584577,0.542051262,0.509517947,0.476984632,0.444451317,0.411918002,0.379384687,0.346851372,0.314318058,0.281784743,0.249251428,0.216718113,0.184184798,0.151651483,0.119118168,0.086584853,0.221323252,-0.011207157,-0.243102238,-0.191852272,-0.140602306,-0.081057946,-0.021676276,-0.033451848,-0.152619109,-0.090967983,-0.329226255,-0.351358831,-0.328134686,-0.38107729,-0.388622314,-0.391554654,-0.519974887,-0.576052189,-0.525002599,-0.564081445,-0.59661476,-0.629148075,-0.66168139,-0.694214705
Burundi,-0.973994281,-0.978361534,-0.982728787,-0.987096039,-0.991463292,-0.995830545,-1.000197797,-1.00456505,-1.008932303,-1.013299556,-1.017666808,-1.022034061,-1.026401314,-1.030768566,-1.035135819,-1.039503072,-1.043870325,-1.048237577,-1.05260483,-1.056972083,-1.061339336,-1.065706588,-1.070073841,-1.074441094,-1.388785481,-1.271412304,-1.154359818,-1.084458709,-1.0145576,-0.978575904,-0.942692518,-1.047090173,-0.969913542,-0.899686992,-1.065673947,-1.116411567,-1.015800476,-1.067552328,-1.105630279,-1.122372031,-1.439089417,-1.366742492,-1.193353176,-1.161786148,-1.166153401,-1.170520653,-1.174887906,-1.179255159
Cabo Verde,-1.786320435,-1.719345783,-1.652371132,-1.585396481,-1.518421829,-1.451447178,-1.384472527,-1.317497875,-1.250523224,-1.183548573,-1.116573921,-1.04959927,-0.982624618,-0.915649967,-0.848675316,-0.781700664,-0.714726013,-0.647751362,-0.58077671,-0.513802059,-0.446827408,-0.379852756,-0.312878105,-0.245903453,-0.178928802,-0.111954151,-0.317102939,-0.094811454,0.12748003,0.255932709,0.384034425,0.289174169,0.271419466,0.343925476,0.633570433,0.787132382,0.777043223,0.770491004,0.797934651,0.86149627,0.788585424,0.764068842,0.903527021,1.093589574,1.160564225,1.227538877,1.294513528,1.361488179
Cambodia,-0.697717846,-0.708770064,-0.719822282,-0.7308745,-0.741926718,-0.752978936,-0.764031154,-0.775083372,-0.78613559,-0.797187808,-0.808240026,-0.819292244,-0.830344462,-0.84139668,-0.852448898,-0.863501116,-0.874553334,-0.885605552,-0.89665777,-0.907709988,-0.918762206,-0.929814423,-0.940866641,-0.951918859,-0.964424312,-1.024194444,-1.08380127,-0.96446386,-0.84512645,-0.91610696,-0.986893535,-0.937282264,-1.017761588,-1.179007769,-1.225454211,-1.08996594,-1.199373126,-1.158994079,-1.232384562,-1.218277335,-1.046278358,-1.014727116,-1.081862569,-1.172963219,-1.184015437,-1.195067655,-1.206119873,-1.217172091
Cameroon,-0.991882815,-0.994010166,-0.996137518,-0.99826487,-1.000392221,-1.002519573,-1.004646925,-1.006774276,-1.008901628,-1.011028979,-1.013156331,-1.015283683,-1.017411034,-1.019538386,-1.021665738,-1.023793089,-1.025920441,-1.028047792,-1.030175144,-1.032302496,-1.034429847,-1.036557199,-1.038684551,-1.040811902,-1.15809834,-1.09904686,-1.040156722,-1.04897815,-1.057799578,-1.072274671,-1.086710215,-0.86248064,-1.07296145,-1.160717607,-1.026647329,-0.95124805,-0.943711281,-0.922345638,-0.984666526,-1.076981068,-1.267401338,-1.194298983,-1.153098464,-1.083358935,-1.085486286,-1.087613638,-1.089740989,-1.091868341
Canada,2.691353122,2.671807401,2.65226168,2.632715959,2.613170238,2.593624516,2.574078795,2.554533074,2.534987353,2.515441632,2.495895911,2.47635019,2.456804469,2.437258747,2.417713026,2.398167305,2.378621584,2.359075863,2.339530142,2.319984421,2.3004387,2.280892978,2.261347257,2.241801536,2.196170568,2.217394498,2.238560438,2.234593034,2.230625629,2.170262605,2.110064507,2.040145159,1.854112744,1.862457871,1.95634532,1.982661009,1.989833117,2.083323956,2.096807957,1.999403477,1.925128222,1.874803185,1.817848921,1.850887114,1.831341393,1.811795671,1.79224995,1.772704229
Cayman Islands,1.674600698,1.662281768,1.649962839,1.637643909,1.625324979,1.61300605,1.60068712,1.58836819,1.576049261,1.563730331,1.551411401,1.539092472,1.526773542,1.514454612,1.502135683,1.489816753,1.477497823,1.465178893,1.452859964,1.440541034,1.428222104,1.415903175,1.403584245,1.391265315,1.35953927,1.369858057,1.380148649,1.382515728,1.384882808,1.342049854,1.29933393,1.316519618,1.238905311,1.27218318,1.27474761,1.298273921,0.837710083,1.114503622,1.133149862,1.351287365,1.353662729,1.357485294,1.026687503,1.144886722,1.132567792,1.120248862,1.107929933,1.095611003
Central African Republic,-1.629216989,-1.612529824,-1.595842659,-1.579155495,-1.56246833,-1.545781166,-1.529094001,-1.512406836,-1.495719672,-1.479032507,-1.462345343,-1.445658178,-1.428971013,-1.412283849,-1.395596684,-1.37890952,-1.362222355,-1.34553519,-1.328848026,-1.312160861,-1.295473697,-1.278786532,-1.262099368,-1.245412203,-1.388785481,-1.192732723,-0.997215629,-1.092451274,-1.18768692,-1.147576134,-1.10757494,-1.225060225,-1.325428724,-1.207323313,-0.99707514,-0.972397029,-0.977801621,-0.907439768,-0.836116314,-0.843617558,-0.893970907,-1.041790485,-1.150226355,-0.911668911,-0.894981746,-0.878294582,-0.861607417,-0.844920253
Chad,-0.231421156,-0.259569333,-0.287717509,-0.315865686,-0.344013863,-0.372162039,-0.400310216,-0.428458392,-0.456606569,-0.484754746,-0.512902922,-0.541051099,-0.569199276,-0.597347452,-0.625495629,-0.653643806,-0.681791982,-0.709940159,-0.738088336,-0.766236512,-0.794384689,-0.822532865,-0.850681042,-0.878829219,-0.930731416,-0.936232303,-0.941718161,-0.880129218,-0.818540275,-0.880701316,-0.942692518,-1.263405442,-1.281617284,-1.43051064,-1.267525792,-1.300601125,-1.446713805,-1.355536461,-1.335370302,-1.263045192,-1.251335263,-1.285287619,-1.234214544,-1.441792752,-1.469940928,-1.498089105,-1.526237282,-1.554385458
Chile,1.367762989,1.370054263,1.372345538,1.374636812,1.376928086,1.37921936,1.381510635,1.383801909,1.386093183,1.388384457,1.390675731,1.392967006,1.39525828,1.397549554,1.399840828,1.402132103,1.404423377,1.406714651,1.409005925,1.4112972,1.413588474,1.415879748,1.418171022,1.420462297,1.453281403,1.407065197,1.360975266,1.451693654,1.542412043,1.54782731,1.553227782,1.294665098,1.37137723,1.45337677,1.418433666,1.326484919,1.324705243,1.350279808,1.485912681,1.523099065,1.563638806,1.518466949,1.477202892,1.466287781,1.468579056,1.47087033,1.473161604,1.475452878
China,-0.028987151,-0.041589022,-0.054190893,-0.066792764,-0.079394635,-0.091996506,-0.104598377,-0.117200249,-0.12980212,-0.142403991,-0.155005862,-0.167607733,-0.180209604,-0.192811475,-0.205413346,-0.218015217,-0.230617088,-0.243218959,-0.25582083,-0.268422701,-0.281024572,-0.293626443,-0.306228314,-0.318830185,-0.251141995,-0.25135124,-0.251559913,-0.246047147,-0.24053438,-0.447382362,-0.653665185,-0.407794267,-0.556016147,-0.636326015,-0.509603441,-0.594141245,-0.542106748,-0.543344975,-0.595846772,-0.555394471,-0.482409686,-0.357063204,-0.330399781,-0.570867606,-0.583469477,-0.596071348,-0.608673219,-0.62127509
