NS_code_from_gini,Nation_State,T_HDI_Mean_plus_5,T_HDI_Trend_plus_5,T_State_Fail_yr_1,T_State_Fail_plus_5,T_State_Fail_yr_5,year0,CWGI_Poli_Stabl_Mean_minus_4,CWGI_Poli_Stabl_Trend_minus_4,CWGI_RoL_Mean_minus_4,CWGI_RoL_Trend_minus_4,E_GINI_Mean_minus_4,E_GINI_Trend_minus_4,PCPI_std_Mean_minus_4,PCPI_std_Trend_minus_4,PWGI_Corrupt_Ctrl_Mean_minus_4,PWGI_Corrupt_Ctrl_Trend_minus_4,PWGI_Voice_Acct_Mean_minus_4,PWGI_Voice_Acct_Trend_minus_4
GNB,Guinea-Bissau,0.460666667,0.0005,0,,,2016,-0.672626879,0.167841152,-1.381032976,0.106625753,42.28173288,-0.033605897,-0.068318768,0.116235693,-1.313445856,0.002539514,-1.166384316,0.122708902
GUY,Guyana,0.669333333,0.001,0,,,2016,-0.425818401,-0.017984968,-0.572484646,-0.027239912,24.30373248,-1.294729525,-0.729954419,0.049025411,-0.714134651,-0.002551593,-0.004995706,-0.018632694
HTI,Haiti,0.502333333,0.001,1,1,,2016,-0.825664419,-0.076974295,-1.267958678,0.024864632,54.40360139,0.937198328,-0.454646063,0.075183148,-1.225245211,-0.006403773,-0.796751556,0.004664803
HND,Honduras,0.622333333,0.001,0,,,2016,-0.503223745,-0.036448363,-1.082937722,0.049874193,51.74,-1.52,-1.238770583,0.003099297,-0.856109247,0.042737538,-0.490454061,-0.006455766
HKG,"Hong Kong SAR, China",0.938333333,0.001,0,,,2016,1.063939286,0.06712055,1.742774891,0.101053639,48.44495345,-0.085,0.268076132,0.049971139,1.769621421,0.074673059,0.663645297,0.030854154
HUN,Hungary,0.843666667,0.002,0,,,2016,0.677347762,-0.025951947,0.593818859,0.020951999,30.36,-0.63,-0.281259816,0.054992266,0.224394575,-0.02167404,0.697298268,-0.001657114
ISL,Iceland,0.937,0.0015,0,,,2016,1.231132579,-0.004220012,1.715819144,0.032061554,25.84,-0.57,0.034705249,0.060569488,1.935621861,0.049893325,1.437529851,-0.004475641
IND,India,0.645666667,0.002,0,,,2016,-1.171426132,-0.000938655,-0.11609173,-0.013408614,34.21932245,-0.891890016,-0.810842357,0.023705973,-0.533787395,0.006202164,0.424201632,0.019727878
IDN,Indonesia,0.706,0.0015,0,,,2016,-0.483104922,0.022416277,-0.534845165,-0.001211775,39.44,-0.22,1.5007908,0.061331664,-0.616083105,0.010693187,0.152346661,0.083525421
IRN,"Iran, Islamic Rep.",0.797666667,-0.001,0,,,2016,-1.283764202,-0.050063137,-0.999209851,-0.034801116,38.85548255,0.494517454,1.837706057,-0.030592763,-0.708094649,0.010174482,-1.674561562,-0.068722613
IRQ,Iraq,0.687333333,0.0025,1,1,,2016,-2.286737045,-0.164276728,-1.529751861,-0.050994145,26.14811213,-1.242560944,0.921110911,0.046024437,-1.297075824,-0.026479476,-1.031472271,0.077696009
IRL,Ireland,0.941,0.0015,0,,,2016,0.922758162,-0.011607003,1.775274409,0.02652923,32.13,-0.76,-1.351058692,-0.007551079,1.561580818,0.037347963,1.336178991,0.011033119
ISR,Israel,0.905333333,0.001,0,,,2016,-1.118203312,-0.042973717,0.93999874,-0.020266268,40.24666667,-0.52,-0.220824899,0.028991412,0.740125561,-0.071554386,0.663280967,0.012405505
ITA,Italy,0.882333333,0.001,0,,,2016,0.403354404,-0.078655493,0.289474108,-0.050716645,34.63,-0.4,0.278049933,0.044282604,-0.06761922,-0.016555455,0.934463613,0.008132183
JAM,Jamaica,0.725666667,0.0005,0,,,2016,0.014418658,-0.08299202,-0.393167997,-0.006764921,37.732,-1.0575,1.582343573,-0.010464288,-0.410500347,-0.030592577,0.467723087,-0.006807671
JPN,Japan,0.914333333,0.001,0,,,2016,0.940473365,-0.01991881,1.422448137,0.011970679,36.14462711,-1.154132013,-0.872325139,-0.017265304,1.68077752,0.026446757,1.0717177,-0.007946851
JOR,Jordan,0.722666667,0.0005,0,,,2016,-0.581658289,-0.017362752,0.402038669,0.002168333,35.33566084,-0.052004922,-0.770345759,0.023646941,0.166912285,0.056965019,-0.842600236,-0.056426182
KAZ,Kazakhstan,0.815666667,0.002,0,,,2016,-0.066527061,0.171061998,-0.578261605,0.049145104,27.26,-0.23,-0.862368987,0.064450956,-0.848698861,0.013268236,-1.196660558,-0.012889592
KEN,Kenya,0.577333333,0.0025,0,,,2016,-1.304152831,-0.041155386,-0.719012794,0.01891973,41.19093991,-0.267353362,-1.127100418,-0.002363491,-1.010974551,0.030925577,-0.143595321,0.086584904
KOR,"Korea, Rep.",0.905333333,0.001,0,,,2016,0.242936816,0.0083573,0.992600316,0.024689721,32.21949384,0.399493844,1.234698549,-0.052558643,0.512956481,0.012984696,0.707301042,0.01030219
KWT,Kuwait,0.808333333,-0.0005,0,,,2016,0.200587773,0.033188503,0.322265202,0.002047784,71.11866119,2.444665298,-0.760297958,-0.017366785,-0.146480414,0.021594594,-0.663417733,-0.018368273
KGZ,Kyrgyz Republic,0.673,0.0015,0,,,2016,-0.981956703,-0.078698111,-1.178475666,-0.057356629,27.76,-0.1,-0.174116756,0.249632272,-1.217564508,-0.086392558,-0.636873531,-0.030145727
LAO,Lao PDR,0.603333333,0.001,0,,,2016,0.123574092,-0.002572828,-0.801593682,-0.012596156,36.00070288,-0.179964753,-0.260988879,-0.042539172,-1.070265347,-0.100162812,-1.701917729,-0.080438811
LVA,Latvia,0.852333333,0.0025,0,,,2016,0.557541438,0.033908781,0.881063169,0.081605288,34.91,-0.26,-0.475627404,-0.068621844,0.33636323,0.083333815,0.78092167,0.018815404
LBN,Lebanon,0.730666667,-0.001,0,,,2016,-1.823343477,-0.108649638,-0.802830849,-0.033098173,33.33184428,0.185216683,-1.341138531,-0.064366776,-1.007558228,-0.063284933,-0.434932041,-0.007115486
LSO,Lesotho,0.516666667,0.002,0,,,2016,0.1361568,-0.025061279,-0.306093214,-0.031863538,51.72205767,-0.33835772,1.919093876,0.020907452,0.194022945,0.031157894,0.129460892,0.046336265
LBR,Liberia,0.465333333,-0.0005,0,,,2016,-0.392570721,0.086604251,-0.756511034,0.118555879,34.11289402,0.289211967,1.202401053,-0.144290809,-0.509985544,0.113690151,-0.205279385,0.128145899
LBY,Libya,0.706666667,0.002,1,1,,2016,-1.416579553,0.277462626,-1.268396728,0.018921044,29.59988786,-0.100007824,-0.281561177,-0.037580706,-1.491172159,-0.008908017,-1.202582189,-0.151820413
LTU,Lithuania,0.868,0.0015,0,,,2016,0.859966111,0.033626976,0.864184274,0.033513008,36.58,0.67,0.543715492,0.096814248,0.37388259,0.008956175,0.911512748,-0.006255299
LUX,Luxembourg,0.908666667,0.0005,0,,,2016,1.371338871,0.019267949,1.824975825,0.016858428,32.4,-0.54,-0.301805699,-0.001437172,2.088522976,-0.018756584,1.591681581,-0.007602477
MDG,Madagascar,0.52,0.0015,0,,,2016,-0.683464221,-0.053879603,-0.830951164,0.027230425,43.29113936,0.165410533,-0.048219134,-0.068419137,-0.610545798,0.029081146,-0.773955524,-0.003142217
MWI,Malawi,0.484,0.0015,0,,,2016,0.044978014,0.069316623,-0.179003527,0.042964687,44.54804162,0.076,-0.454699703,0.024055985,-0.630787512,-0.048850599,-0.209165514,-0.013918868
MYS,Malaysia,0.803333333,0.001,0,,,2016,0.128040853,0.034651098,0.544976469,0.016811186,40.51466667,-0.022,-0.841477278,0.018596827,0.293442289,-0.057354086,-0.386929197,-0.044598967
MDV,Maldives,0.718,0.0015,0,,,2016,0.091425137,-0.013312719,-0.586052983,-0.023844935,36.27776112,-0.335962819,-0.5568291,0.018082672,-0.508426065,-0.075787061,-0.434425068,0.010902951
MLI,Mali,0.426666667,0.0005,1,1,,2016,-1.59163643,0.194912191,-0.613065005,0.067396074,34.21186873,-0.481850168,0.003659269,0.045035712,-0.705089072,0.037983812,-0.215692477,0.131790339
MLT,Malta,0.884333333,0.001,0,,,2016,1.056913766,0.009484023,1.355312248,0.038199053,29.04,-0.1,-0.261548456,0.029138717,0.978951205,0.020519073,1.162828195,0.012851786
MRT,Mauritania,0.526,0.0015,0,,,2016,-1.017621283,-0.034334825,-0.956584849,-0.036969389,32.12283331,-0.882573725,0.349825811,0.004057978,-0.84722067,-0.047191792,-0.983508856,-0.027120738
MUS,Mauritius,0.795,0.0015,0,,,2016,0.839248639,-0.052064835,0.924818704,-0.005329189,35.74917293,-0.790551896,0.349892258,0.07055503,0.424733691,0.024321819,0.864147804,-0.015899806
MEX,Mexico,0.766333333,0.001,1,1,,2016,-0.723083101,-0.008463097,-0.522984333,0.01527929,48.58,-0.1,0.645458745,-0.01618856,-0.495396131,0.000304162,0.072825899,0.013950649
MDA,Moldova,0.710333333,0.001,0,,,2016,-0.110643971,-0.070216096,-0.391682423,-0.024731963,27.56,-0.73,-0.486258371,-0.033028457,-0.769683423,-0.056853428,-0.116278497,-0.031959549
MNG,Mongolia,0.733,0.003,0,,,2016,0.630629709,0.057927272,-0.40199754,-0.024112843,32.62975376,-0.374876881,0.554380141,-0.021313741,-0.582972479,-0.070520069,0.069033907,-0.011364413
MNE,Montenegro,0.815,0.0015,0,,,2016,0.46632111,0.004905349,0.086350326,0.054559013,32.21090909,-0.02109091,-0.679581723,-0.033106898,-0.067539646,0.048679319,0.288314058,0.06478965
MAR,Morocco,0.675666667,0.0005,0,,,2016,-0.507143022,-0.039400677,-0.245988513,-0.03840182,37.53142364,-1.468657865,-0.337106817,-0.016106726,-0.439669933,-0.048820487,-0.764223075,-0.066273346
MOZ,Mozambique,0.444666667,0.002,0,,,2016,0.034548866,0.029957662,-0.692383615,0.026776884,50.83377788,-0.380569327,-0.47512631,-0.088652213,-0.634522223,-0.010142119,-0.190573441,0.032583002
NAM,Namibia,0.644333333,0.001,0,,,2016,0.915823955,0.036380895,0.200685737,-0.017400724,59.15257758,-0.35675575,-0.79111779,-0.032841529,0.225461925,-0.040293914,0.428123767,0.01477749
NPL,Nepal,0.577333333,0.0025,0,,,2016,-1.336367843,-0.139693527,-0.855696733,-0.077041215,36.57380523,-0.113354866,-0.709239257,0.064886414,-0.74077324,-0.015978994,-0.634559665,-0.029067367
NLD,Netherlands,0.933,0.0005,0,,,2016,0.988657961,-0.105591159,1.877170012,0.014401476,28.04,0.03,2.388071009,-0.009076097,2.052335922,-0.017568776,1.580268512,-0.016934551
NZL,New Zealand,0.920666667,0.0005,0,,,2016,1.397819294,-0.015720388,1.918785851,0.01473924,35.45,-0.52,-0.291768278,0.023807199,2.332790608,0.009786407,1.57840017,-0.028102051
NIC,Nicaragua,0.651666667,-0.001,0,,,2016,-0.206297158,0.047450952,-0.707437079,-0.011322056,44.27447926,-1.041149077,-0.739981861,0.003586782,-0.78327853,-0.00014616,-0.493755697,-0.015383232
NER,Niger,0.375666667,0.002,0,,,2016,-1.270172089,-0.028925373,-0.634783756,0.052754144,36.11120862,2.252476567,2.081480145,0.015431456,-0.567982786,0.03173486,-0.190918375,0.100750509
NGA,Nigeria,0.533666667,0.0005,0,,,2016,-2.20529052,-0.101745537,-1.135840359,0.015123692,42.49959641,-0.06253778,2.173394075,0.010711944,-1.165505726,0.018631908,-0.64282321,0.059890955
MKD,North Macedonia,0.758666667,0.0005,0,,,2016,-0.202581526,0.061224612,-0.161607423,0.018450253,35.74,-0.96,-1.106231201,0.141961857,0.104275041,0.054981715,0.041754345,0.066901849
NOR,Norway,0.953666667,0.0005,0,,,2016,1.233117584,-0.035584721,1.980288387,0.004455843,26.28,-0.03,0.136154294,-0.026714416,2.178447073,-0.057413706,1.728655926,-0.012742851
OMN,Oman,0.833666667,0.0005,0,,,2016,0.540782258,0.035554594,0.561169944,-0.009858892,27.71378526,-1.765543403,-0.312330195,-0.037492433,0.125633981,0.007980611,-1.075858366,-0.055663443
PAK,Pakistan,0.559333333,0.001,0,,,2016,-2.76016452,-0.120768732,-0.8716698,0.00124409,31.854,0.784,-0.383635033,0.008672889,-0.928968934,0.030832972,-0.853566521,-0.011489513
PSE,West Bank and Gaza,0.689666667,0.0005,0,,,2016,-1.917961976,-0.024466005,-0.503950799,-0.043087204,33.97992333,-0.14,0.482568966,0.019670195,-0.55988249,0.012440365,-0.813919282,0.043448666
PAN,Panama,0.794333333,0.001,0,,,2016,-0.094947252,0.003613052,-0.159307383,0.034473713,50.98,-0.33,-0.892368716,0.03411402,-0.363428924,0.005952342,0.502316002,0.04306562
PNG,Papua New Guinea,0.543,0,0,,,2016,-0.590795105,-0.040982058,-0.933618053,-0.027729941,37.0467568,-1.01362817,0.604340163,-0.021595692,-1.13507943,-0.081335807,0.002893718,0.002272416
PRY,Paraguay,0.723333333,0.001,0,,,2016,-0.583548276,0.056544135,-0.816941424,0.001925732,48.34,0.03,-0.760445263,0.018524588,-0.940061984,0.000312384,-0.124533178,0.013745282
PER,Peru,0.758,0.0015,0,,,2016,-0.752226395,0.011788165,-0.60454223,-0.00346208,43.7,-0.21,0.889920854,0.055882338,-0.44483621,0.003058616,0.159519021,0.070596459
PHL,Philippines,0.711,0.0015,1,1,,2016,-1.229119621,-0.146700217,-0.517215009,-0.042186242,45.48870668,-0.310782371,0.727749372,-0.192999537,-0.598430646,-0.077329522,-0.043461749,-0.03073991
POL,Poland,0.870666667,0.002,0,,,2016,0.949645228,-0.01651445,0.724805449,-0.035939717,32.08857143,-0.781428571,0.991847806,-0.000543726,0.498090518,-0.057038023,1.009375272,-0.015037376
PRT,Portugal,0.849333333,0.001,0,,,2016,0.695917254,-0.046520229,1.035355472,-0.015441084,35.36,-0.57,0.085609492,0.060422183,0.871744892,-0.032900315,1.023498108,-0.009274505
QAT,Qatar,0.848,0,0,,,2016,1.192548759,0.024864033,1.071729464,0.036008027,29.58120221,-0.652794793,0.216393833,0.054526763,1.311733743,0.097821068,-0.921101459,-0.05038749
ROU,Romania,0.815,0.0015,0,,,2016,0.108579476,0.004633934,0.084281464,0.007809665,35.365,-1.095,-1.575030172,0.017955286,-0.154685199,0.042650134,0.362724753,0.036852072
RUS,Russian Federation,0.823333333,0.001,0,,,2016,-0.786546367,0.011389482,-0.76143243,0.019547282,38.752,-1.548,-0.067843688,0.111529388,-0.968303838,0.009176858,-1.05520532,-0.042201586
RWA,Rwanda,0.533666667,0.0035,0,,,2016,0.086159512,0.176647629,0.003911682,0.124663443,44.98441176,-0.650911765,2.143171426,-0.030183719,0.761688644,0.065204562,-1.168557579,0.027867773
LCA,St. Lucia,0.744666667,0.0005,0,,,2016,0.896678108,0.006698985,0.679620899,0.033373244,49.15623973,1.022160024,0.104406675,-0.083517455,1.046925268,0.094538596,1.17978896,0.025862133
WSM,Samoa,0.706666667,0.0005,0,,,2016,1.017588944,-0.018881186,0.694438657,-0.003410775,39.01060224,-0.013039299,-0.271476982,0.013873684,0.251466304,0.039154736,0.51014547,0.01281637
STP,Sao Tome and Principe,0.607,0.003,0,,,2016,-0.004324643,-0.068282335,-0.877804003,-0.042383789,30.26550604,-0.139699422,0.829398328,0.0199159,-0.373811331,-0.02372868,0.154220782,-0.011435006
SAU,Saudi Arabia,0.856666667,0.0005,0,,,2016,-0.425033042,-0.024385997,0.244975774,-0.007258525,45.00089156,-0.900023461,0.030298905,-0.044333346,0.059937433,0.056024153,-1.827505056,-0.014097037
SEN,Senegal,0.512666667,0.002,0,,,2016,-0.033859636,0.05132405,-0.278399361,-0.015218296,39.17499283,-0.417821033,-0.261758169,-0.012113963,-0.282688815,-0.044223664,0.007940047,-0.029246072
SRB,Serbia,0.797333333,0.0025,0,,,2016,0.073153726,0.131244639,-0.193939013,0.102555437,38.168,-1.492,0.299042057,0.075765657,-0.143283885,0.101052033,0.436189913,0.16145824
SYC,Seychelles,0.800666667,0.0005,0,,,2016,0.662968514,-0.040319796,-0.046511682,-0.04940802,44.08449303,-1.097954523,-0.648313225,0.039049447,0.295279354,-0.048160423,0.018004614,-0.017174034
SLE,Sierra Leone,0.437,0.0015,0,,,2016,0.057114685,0.221861855,-0.844537705,0.033022413,40.53751677,-0.399498658,-1.414330121,-0.103987028,-0.940843248,-0.003952946,-0.194797417,0.121965413
SGP,Singapore,0.934666667,0.0005,0,,,2016,1.312789256,-0.003695918,1.845189331,0.045268642,47.15289705,0.081957205,-1.76875259,0.022969409,2.132219874,0.007111089,-0.088178627,-0.093463761
SVK,Slovak Republic,0.856,0.0015,0,,,2016,1.054362947,-0.011362745,0.522327811,0.050609859,26.2,-0.54,-0.156337315,0.047476165,0.119202898,0.033917146,0.982924878,0.026342589
SVN,Slovenia,0.901,0.0015,0,,,2016,0.858549776,-0.012902236,0.954374412,-0.016276535,25.46,-0.32,0.591007974,0.067352312,0.725290881,-0.02003206,0.952780581,-0.017369921
SLB,Solomon Islands,0.556333333,0.001,0,,,2016,0.307295875,-0.025911516,-0.766331951,-0.129701436,35.97626284,-1.125051333,-0.118427308,0.024569885,-0.336162495,0.062283927,-0.068754111,-0.0724001
ZAF,South Africa,0.704666667,0.0005,0,,,2016,0.031363018,0.054943561,0.120653427,0.010292232,64.32659399,0.085200103,0.394540591,0.023108687,-0.160395354,-0.016502227,0.557196577,-0.020335006
ESP,Spain,0.892333333,0.001,0,,,2016,-0.002790875,-0.054275182,0.983065103,-0.018498881,35.94666667,0.086666667,1.276937382,0.076770416,0.811288515,-0.041910484,0.992375005,-0.011948062
LKA,Sri Lanka,0.778666667,0.002,0,,,2016,-0.547833111,0.023564094,-0.166554496,0.002134182,40.71466667,-0.052444444,0.746850519,0.076014188,-0.294640036,-0.028019292,-0.634074529,-0.007360854
SDN,Sudan,0.507333333,1.7053E-13,1,1,,2016,-2.308960241,-0.033858296,-1.17981549,0.024258037,34.23126717,-0.138949223,-0.658321405,-0.012018685,-1.487126628,0.003037763,-1.728947872,0.026842612
SUR,Suriname,0.723333333,0.001,0,,,2016,0.108088077,-0.021320343,-0.115188798,-0.003055177,40.40041971,-0.766386861,2.295850876,0.005845126,-0.463187732,-0.032313587,0.438702918,0.079538578
SWE,Sweden,0.936333333,0.001,0,,,2016,1.101522411,-0.023826282,1.97731277,0.019068959,28.38,0.1,-1.239568596,-0.126154148,2.226792471,-0.030682366,1.656824376,-0.017676364
CHE,Switzerland,0.945,0.0015,0,,,2016,1.298479786,-0.045185484,1.839609266,-0.00486196,31.66,-0.46,1.388663605,-0.061967878,2.138332533,-0.011747342,1.651204303,0.006468374
SYR,Syrian Arab Republic,0.547333333,0.0025,1,1,,2016,-2.486197184,0.155455333,-1.229469851,0.030771248,23.1334489,-1.266551095,-0.332953709,-0.002033143,-1.304471797,-0.027321277,-1.807908469,-0.015121431
TJK,Tajikistan,0.654333333,0.0025,0,,,2016,-0.830509051,0.175682198,-1.067809223,0.06606236,33.3476227,0.414386739,-0.272043711,-0.032740303,-1.090968228,0.041115449,-1.380874192,0.037342053
TZA,Tanzania,0.526,0.003,0,,,2016,-0.149973753,0.003089414,-0.502743706,0.005412745,34.78878806,-0.940876738,1.572334591,0.030595262,-0.673266166,0.100213443,-0.114917753,0.059786214
THA,Thailand,0.764,0.0015,0,,,2016,-1.415541177,-0.181085257,-0.253912077,-0.076841789,37.4,-0.66,-0.626522571,0.014283531,-0.381674702,-0.022815965,-0.668222777,-0.149254033
TLS,Timor-Leste,0.625333333,0.001,0,,,2016,-0.421414521,-0.091453383,-1.31158987,-0.074871594,27.47608022,-0.822326771,0.115567576,-0.118901129,-0.904656652,-0.028802995,0.050445009,-0.011114547
TGO,Togo,0.512,0.0015,0,,,2016,-0.28261122,0.051207514,-0.962179718,-0.008345977,44.31976309,-0.230038418,-1.269166951,0.059482912,-1.036871583,-0.021865404,-0.95140691,0.021330104
TON,Tonga,0.717,0,0,,,2016,0.88494833,-0.023944269,-0.025644379,-0.028878119,37.56333246,-0.00333116,0.920464126,0.009671192,-0.243775326,-0.094593756,0.442004029,-0.035685761
TTO,Trinidad and Tobago,0.799,0,0,,,2016,0.079799112,-0.045650621,-0.286799978,-0.076314315,31.37679221,-0.385105721,-0.556158727,-0.042516133,-0.521704082,-0.117428102,0.43828319,-0.013751172
TUN,Tunisia,0.738666667,0.0005,0,,,2016,-0.762417958,0.0578976,-0.078278642,0.066037248,33.70679398,-0.598,-0.862115211,-0.043089064,-0.128011364,0.004179789,-0.337591129,-0.150900376
TUR,Turkey,0.806,0.0005,1,1,,2016,-1.053776162,0.08698235,0.092514948,0.03217809,41.28,0.61,-0.841544528,0.044227457,0.118378771,0.022139511,-0.1827326,0.05832215
TKM,Turkmenistan,0.709333333,0.001,0,,,2016,0.206667251,-0.01793118,-1.397240396,-0.027064534,38.45521623,0.37710219,-0.148595914,-0.011262456,-1.432526867,-0.088194739,-2.259062461,-0.046626223
UGA,Uganda,0.526,0.003,0,,,2016,-0.851197268,0.021165609,-0.331542828,0.026004289,41.724,0.479333333,-1.259343282,0.054121605,-1.023838865,0.001414739,-0.451949191,0.051273716
UKR,Ukraine,0.749,0.0015,1,1,,2016,-0.775676199,-0.067992068,-0.757248257,0.03543477,24.76,0.15,1.006830477,-0.008388248,-0.980710615,0.047456471,-0.143230351,0.087383291
ARE,United Arab Emirates,0.865333333,0.001,0,,,2016,0.861792227,-0.002802028,0.56534982,-0.039726875,46.90963343,-0.723799918,1.296825289,-0.010798266,1.364213146,0.107008394,-1.076796506,-0.037818053
GBR,United Kingdom,0.919666667,0.0005,0,,,2016,0.343646272,-0.075773091,1.746094579,0.016990401,33.61371429,0.613714286,0.13533419,-0.011852225,1.598501592,-0.056737405,1.328730089,0.00926815
USA,United States,0.919666667,0.0005,0,,,2016,0.522210431,-0.082129982,1.598504749,0.011217664,42.0782,0.000966667,-0.597080804,0.024023368,1.291176035,-0.0343035,1.055028277,-0.032874647
URY,Uruguay,0.807666667,0.0005,0,,,2016,0.870857236,0.052568408,0.59620277,0.03050504,40.08,-0.07,-1.259740732,-0.033060819,1.377667295,0.037205512,1.096638992,0.030927219
UZB,Uzbekistan,0.709,0.0015,0,,,2016,-0.567548597,-0.069341835,-1.231599699,-0.017252739,48.50704662,0.715357975,-0.582284503,0.192722137,-1.196561742,0.005450493,-2.026306579,-0.050046314
VEN,"Venezuela, RB",0.729,-0.0045,1,1,,2016,-1.095088225,-0.081070288,-1.861883802,-0.078550676,39.56130144,0.852460071,-0.474569961,0.024219873,-1.308642498,-0.021162653,-1.062442232,-0.078821271
VNM,Vietnam,0.692,0.0015,0,,,2016,0.138874657,-0.033285402,-0.44674556,0.009585631,35.18989056,-0.07494528,-1.260039266,-0.090069646,-0.580957235,-0.031431622,-1.406391201,-0.035000611
YEM,"Yemen, Rep.",0.463,0,1,1,,2016,-2.485049069,-0.057274181,-1.141459536,0.052812358,35.80647176,-0.44043941,-1.000112789,-0.029828117,-1.312659379,-0.022715656,-1.421420039,-0.044639757
ZMB,Zambia,0.590333333,0.001,0,,,2016,0.476046814,0.019963951,-0.338173469,0.00257786,55.62512318,-0.874876824,-0.493323495,0.015185129,-0.353477196,0.019511576,-0.11319661,0.015291085
ZWE,Zimbabwe,0.559666667,0.005,1,1,,2016,-0.804853542,-0.059389642,-1.713964923,-0.12042529,54.4345923,-0.209737207,-1.093895446,-0.035861129,-1.460871354,-0.106014393,-1.507118684,-0.089120391
SOM,Somalia,0.350830598,0.00148722,1,1,,2016,-2.870577369,-0.099375461,-2.467615611,-0.024755364,38.94,-2.106666667,-0.259549619,0.086550934,-1.652028655,-0.033074257,-2.148810421,0.037082562
XKX,Kosova,0.74436097,0.002094984,0,,,2016,-1.119728978,-0.168777362,-0.467763594,0.063447461,27.16,-0.44,-1.12712966,0.023460269,-0.567300671,0.028496576,-0.079051738,0.130691597
AFG,Afghanistan,,,1,1,,2017,-2.458237238,0.013674847,-1.721791729,-0.053087276,31.8,-0.399781062,-1.577761929,0.07147786,-1.347237171,0.026628619,-1.094439391,0.080714909
ALB,Albania,,,0,,,2017,0.195295673,-0.005034949,-0.373684493,0.068413985,30.54162709,0.068211441,-0.389942042,0.09817879,-0.532901089,0.064532895,0.252634749,0.090173364
DZA,Algeria,,,0,,,2017,-1.042457994,0.076981037,-0.594885989,0.053573127,25.30274095,-0.523720023,-0.535557297,-0.046952904,-0.460272317,0.037289793,-0.844264057,0.034925151
AGO,Angola,,,0,,,2017,0.089447634,0.241805091,-1.135057638,0.041933426,43.95440077,-0.306911907,-1.241357859,-0.058397327,-1.37426026,5.57708E-05,-1.032840048,0.052722939
ARG,Argentina,,,0,,,2017,0.047045188,-0.002157763,-0.921903688,-0.068687575,40.981,0.07,-0.409985419,0.057687238,-0.550016686,-0.023701843,0.295944615,0.018890342
ARM,Armenia,,,0,,,2017,0.142797949,0.101401907,-0.34922427,-0.015319774,32.12,0.7,-0.402369606,-0.035493961,-0.49888785,-0.019568511,-0.682155273,-0.053403198
AUS,Australia,,,0,,,2017,0.932859812,-0.057963469,1.820331929,-0.000462866,35.23299921,-0.560242928,1.850433046,-0.02952988,1.943506175,0.071243906,1.419001859,0.002621855
AUT,Austria,,,0,,,2017,1.300448077,-0.008693584,1.887793498,0.004453844,29.5,-0.85,1.554925447,0.090927159,1.473690513,-0.009366259,1.438200102,-0.002164062
AZE,Azerbaijan,,,0,,,2017,-0.407681139,0.026480598,-0.621832453,0.017504616,41.64824871,0.385511654,-0.698085015,0.028585059,-0.947786852,-0.016944931,-1.391487577,-0.006489777
BHS,"Bahamas, The",,,0,,,2017,1.018632932,-0.029907478,0.615497881,-0.007354021,50.12364918,0.056515861,1.293034937,-0.076152186,1.353310243,0.011043205,0.965996808,-0.002936009
BHR,Bahrain,,,0,,,2017,-1.004988822,0.07856231,0.480531774,0.046470682,59.6,0,0.115638757,-0.1557427,0.371405279,-0.009297096,-1.230216856,0.041372388
BGD,Bangladesh,,,0,,,2017,-1.540405538,-0.116836705,-0.759084644,0.016460048,31.97339579,-0.32664985,-0.862012483,0.006760517,-1.061183208,-0.083393414,-0.491626713,-0.026630085
BRB,Barbados,,,0,,,2017,1.297531305,-0.006127252,1.045118371,0.009364321,35.71544779,-1.856707079,0.854914607,0.019116714,1.39362984,0.009310606,1.125081769,-0.04530842
BLR,Belarus,,,0,,,2017,0.110600313,0.043099438,-0.981549646,-0.062327502,26.02,-0.43,-0.397062703,0.19695829,-0.489100323,-0.021963193,-1.673197233,-0.091899601
BEL,Belgium,,,0,,,2017,0.742100979,-0.051002615,1.443805878,0.000834847,27.19,-0.505,1.687147835,0.020171519,1.562698153,-0.015838185,1.365316905,-0.007356878
BLZ,Belize,,,0,,,2017,0.050225237,-0.041283247,-0.583158336,-0.014782088,37.24821428,-1.076785714,-0.47404709,-0.026114228,-0.141657794,-0.038418102,0.585054098,-0.027793788
BEN,Benin,,,0,,,2017,0.09332937,-0.049475975,-0.72246183,-0.069698375,46.86179707,0.710491621,-0.288785794,0.011982233,-0.764370221,0.023304213,0.18441341,0.010024642
BTN,Bhutan,,,0,,,2017,0.981936905,0.056511027,0.296980367,0.007283045,37.96,-0.279846743,0.979690834,-0.037748208,1.01750529,0.012119302,-0.20797033,-0.012112162
BOL,Bolivia,,,0,,,2017,-0.522156932,-0.086950582,-1.220450478,-0.084737164,46.14,-1.04,-0.156886452,-0.069462051,-0.602143349,0.003554412,-0.124484328,-0.025475906
BIH,Bosnia and Herzegovina,,,0,,,2017,-0.343739572,-0.045272699,-0.221594107,-0.016556045,33.30586918,0.078649379,-0.197447674,-0.043756356,-0.268730634,-0.01007084,-0.067850409,0.033621475
BWA,Botswana,,,0,,,2017,1.060563815,0.003429133,0.650528486,0.024162377,54.00514067,1.166086456,-1.017284231,-0.05162825,0.976028643,0.058342137,0.385989683,-0.041032669
BRA,Brazil,,,0,,,2017,-0.106760212,0.034598742,-0.105323277,0.002624238,52.52,0.32,1.33319398,-0.126262425,-0.179323633,0.019878798,0.505140255,0.064621676
